passenger_id,first_name,last_name,gender,nationality,age
1341,First1341,Last1341,Male,Japan,45
1342,First1342,Last1342,Male,Singapore,68
1343,First1343,Last1343,Female,Canada,55
1344,First1344,Last1344,Male,Australia,26
1345,First1345,Last1345,Female,Singapore,67
1346,First1346,Last1346,Male,USA,36
1347,First1347,Last1347,Female,France,30
1348,First1348,Last1348,Male,India,54
1349,First1349,Last1349,Male,Japan,18
1350,First1350,Last1350,Female,Germany,62
1351,First1351,Last1351,Female,Australia,41
1352,First1352,Last1352,Male,UK,45
1353,First1353,Last1353,Female,France,72
1354,First1354,Last1354,Female,UAE,41
1355,First1355,Last1355,Female,Australia,66
1356,First1356,Last1356,Male,Australia,53
1357,First1357,Last1357,Female,UK,41
1358,First1358,Last1358,Female,France,37
1359,First1359,Last1359,Female,Australia,65
1360,First1360,Last1360,Male,USA,65
1361,First1361,Last1361,Male,Singapore,68
1362,First1362,Last1362,Male,USA,31
1363,First1363,Last1363,Female,Canada,69
1364,First1364,Last1364,Male,UK,42
1365,First1365,Last1365,Male,USA,70
1366,First1366,Last1366,Male,Singapore,56
1367,First1367,Last1367,Female,USA,22
1368,First1368,Last1368,Female,Germany,41
1369,First1369,Last1369,Male,UAE,20
1370,First1370,Last1370,Female,Australia,57
1371,First1371,Last1371,Female,UAE,21
1372,First1372,Last1372,Male,Singapore,46
1373,First1373,Last1373,Male,Germany,72
1374,First1374,Last1374,Female,Germany,20
1375,First1375,Last1375,Male,UAE,28
1376,First1376,Last1376,Male,Canada,33
1377,First1377,Last1377,Male,UK,23
1378,First1378,Last1378,Female,Australia,40
1379,First1379,Last1379,Female,Australia,55
1380,First1380,Last1380,Male,Japan,18
1381,First1381,Last1381,Male,USA,53
1382,First1382,Last1382,Female,Japan,55
1383,First1383,Last1383,Female,Canada,70
1384,First1384,Last1384,Female,Germany,56
1385,First1385,Last1385,Male,Singapore,43
1386,First1386,Last1386,Male,France,29
1387,First1387,Last1387,Female,Japan,24
1388,First1388,Last1388,Male,Japan,36
1389,First1389,Last1389,Female,USA,69
1390,First1390,Last1390,Female,Japan,70
1391,First1391,Last1391,Female,Singapore,42
1392,First1392,Last1392,Female,Germany,66
1393,First1393,Last1393,Female,Singapore,61
1394,First1394,Last1394,Female,UAE,73
1395,First1395,Last1395,Male,Singapore,25
1396,First1396,Last1396,Female,USA,42
1397,First1397,Last1397,Male,Germany,69
1398,First1398,Last1398,Female,Australia,40
1399,First1399,Last1399,Male,France,33
1400,First1400,Last1400,Female,USA,43
1401,First1401,Last1401,Female,USA,53
1402,First1402,Last1402,Male,Singapore,38
1403,First1403,Last1403,Female,Germany,75
1404,First1404,Last1404,Female,UK,65
1405,First1405,Last1405,Male,Singapore,65
1406,First1406,Last1406,Male,Germany,65
1407,First1407,Last1407,Male,France,31
1408,First1408,Last1408,Male,Germany,71
1409,First1409,Last1409,Male,UAE,40
1410,First1410,Last1410,Male,USA,25
1411,First1411,Last1411,Male,Singapore,57
1412,First1412,Last1412,Male,Japan,20
1413,First1413,Last1413,Female,Canada,57
1414,First1414,Last1414,Female,Singapore,75
1415,First1415,Last1415,Female,Singapore,29
1416,First1416,Last1416,Female,Australia,32
1417,First1417,Last1417,Male,India,51
1418,First1418,Last1418,Female,Singapore,52
1419,First1419,Last1419,Male,Japan,40
1420,First1420,Last1420,Female,UK,47
1421,First1421,Last1421,Male,Japan,47
1422,First1422,Last1422,Female,India,18
1423,First1423,Last1423,Male,Australia,55
1424,First1424,Last1424,Male,Canada,41
1425,First1425,Last1425,Female,UK,53
1426,First1426,Last1426,Female,Germany,35
1427,First1427,Last1427,Female,UAE,39
1428,First1428,Last1428,Female,UK,49
1429,First1429,Last1429,Female,Germany,44
1430,First1430,Last1430,Female,Canada,72
1431,First1431,Last1431,Female,France,46
1432,First1432,Last1432,Male,UAE,26
1433,First1433,Last1433,Male,USA,64
1434,First1434,Last1434,Female,Germany,53
1435,First1435,Last1435,Female,Australia,30
1436,First1436,Last1436,Male,UK,48
1437,First1437,Last1437,Male,UK,44
1438,First1438,Last1438,Female,UK,75
1439,First1439,Last1439,Female,Singapore,37
1440,First1440,Last1440,Female,Japan,72
1441,First1441,Last1441,Male,Australia,24
1442,First1442,Last1442,Male,India,31
1443,First1443,Last1443,Female,Singapore,71
1444,First1444,Last1444,Male,Singapore,65
1445,First1445,Last1445,Female,France,41
1446,First1446,Last1446,Female,Japan,53
1447,First1447,Last1447,Female,Canada,19
1448,First1448,Last1448,Female,USA,40
1449,First1449,Last1449,Male,UAE,54
1450,First1450,Last1450,Male,France,40
1451,First1451,Last1451,Female,Japan,49
1452,First1452,Last1452,Female,USA,42
1453,First1453,Last1453,Female,Singapore,58
1454,First1454,Last1454,Male,UK,58
1455,First1455,Last1455,Female,Australia,58
1456,First1456,Last1456,Female,USA,23
1457,First1457,Last1457,Male,Canada,32
1458,First1458,Last1458,Female,Canada,59
1459,First1459,Last1459,Female,France,56
1460,First1460,Last1460,Female,France,74
1461,First1461,Last1461,Female,Canada,65
1462,First1462,Last1462,Female,Australia,28
1463,First1463,Last1463,Male,India,26
1464,First1464,Last1464,Male,France,65
1465,First1465,Last1465,Male,Germany,28
1466,First1466,Last1466,Female,USA,24
1467,First1467,Last1467,Male,Singapore,53
1468,First1468,Last1468,Male,India,67
1469,First1469,Last1469,Female,Japan,66
1470,First1470,Last1470,Male,USA,34
1471,First1471,Last1471,Male,USA,59
1472,First1472,Last1472,Female,France,32
1473,First1473,Last1473,Male,France,46
1474,First1474,Last1474,Male,UK,51
1475,First1475,Last1475,Male,India,20
1476,First1476,Last1476,Female,Canada,73
1477,First1477,Last1477,Female,Singapore,73
1478,First1478,Last1478,Female,Japan,46
1479,First1479,Last1479,Male,Japan,29
1480,First1480,Last1480,Female,UAE,45
1481,First1481,Last1481,Female,Canada,48
1482,First1482,Last1482,Male,USA,46
1483,First1483,Last1483,Female,Canada,44
1484,First1484,Last1484,Female,UK,37
1485,First1485,Last1485,Male,India,51
1486,First1486,Last1486,Male,Canada,36
1487,First1487,Last1487,Female,Japan,18
1488,First1488,Last1488,Female,Singapore,37
1489,First1489,Last1489,Male,Australia,69
1490,First1490,Last1490,Female,UAE,32
1491,First1491,Last1491,Male,Japan,41
1492,First1492,Last1492,Male,Australia,74
1493,First1493,Last1493,Female,Australia,33
1494,First1494,Last1494,Male,Australia,71
1495,First1495,Last1495,Female,Germany,34
1496,First1496,Last1496,Male,Australia,58
1497,First1497,Last1497,Male,Japan,66
1498,First1498,Last1498,Female,France,59
1499,First1499,Last1499,Female,Australia,30
1500,First1500,Last1500,Male,UK,26
1501,First1501,Last1501,Female,USA,58
1502,First1502,Last1502,Female,UAE,46
1503,First1503,Last1503,Female,UAE,49
1504,First1504,Last1504,Male,Canada,19
1505,First1505,Last1505,Male,India,52
1506,First1506,Last1506,Male,UK,24
1507,First1507,Last1507,Female,France,26
1508,First1508,Last1508,Female,India,32
1509,First1509,Last1509,Male,UK,18
1510,First1510,Last1510,Female,Germany,39
1511,First1511,Last1511,Female,France,68
1512,First1512,Last1512,Female,Canada,47
1513,First1513,Last1513,Male,Canada,23
1514,First1514,Last1514,Male,India,35
1515,First1515,Last1515,Female,USA,52
1516,First1516,Last1516,Female,UK,30
1517,First1517,Last1517,Female,Australia,71
1518,First1518,Last1518,Male,USA,67
1519,First1519,Last1519,Male,Australia,67
1520,First1520,Last1520,Female,Germany,65
1521,First1521,Last1521,Male,Germany,47
1522,First1522,Last1522,Male,Japan,60
1523,First1523,Last1523,Male,Singapore,42
1524,First1524,Last1524,Female,Canada,28
1525,First1525,Last1525,Male,Japan,51
1526,First1526,Last1526,Male,France,48
1527,First1527,Last1527,Female,Germany,41
1528,First1528,Last1528,Male,Germany,25
1529,First1529,Last1529,Male,Australia,38
1530,First1530,Last1530,Male,UK,68
1531,First1531,Last1531,Female,UAE,25
1532,First1532,Last1532,Female,Germany,18
1533,First1533,Last1533,Male,UAE,68
1534,First1534,Last1534,Female,UAE,27
1535,First1535,Last1535,Female,USA,33
1536,First1536,Last1536,Male,Singapore,23
1537,First1537,Last1537,Female,India,21
1538,First1538,Last1538,Female,UK,62
1539,First1539,Last1539,Male,UK,49
1540,First1540,Last1540,Male,Canada,53
1541,First1541,Last1541,Female,Singapore,64
1542,First1542,Last1542,Male,India,62
1543,First1543,Last1543,Female,Canada,64
1544,First1544,Last1544,Male,France,75
1545,First1545,Last1545,Male,Singapore,63
1546,First1546,Last1546,Female,Japan,36
1547,First1547,Last1547,Female,Germany,54
1548,First1548,Last1548,Male,Japan,40
1549,First1549,Last1549,Female,Singapore,35
1550,First1550,Last1550,Male,USA,51
1551,First1551,Last1551,Male,Singapore,36
1552,First1552,Last1552,Female,Japan,41
1553,First1553,Last1553,Female,India,67
1554,First1554,Last1554,Female,UK,74
1555,First1555,Last1555,Male,UAE,72
1556,First1556,Last1556,Female,UAE,33
1557,First1557,Last1557,Female,USA,60
1558,First1558,Last1558,Female,Germany,51
1559,First1559,Last1559,Female,Japan,27
1560,First1560,Last1560,Female,Canada,44
1561,First1561,Last1561,Female,USA,24
1562,First1562,Last1562,Male,India,71
1563,First1563,Last1563,Male,UK,73
1564,First1564,Last1564,Male,Germany,24
1565,First1565,Last1565,Female,Germany,24
1566,First1566,Last1566,Male,UAE,59
1567,First1567,Last1567,Female,Singapore,51
1568,First1568,Last1568,Female,India,41
1569,First1569,Last1569,Male,UAE,63
1570,First1570,Last1570,Male,India,31
1571,First1571,Last1571,Female,USA,47
1572,First1572,Last1572,Male,Canada,53
1573,First1573,Last1573,Female,Canada,68
1574,First1574,Last1574,Male,UAE,35
1575,First1575,Last1575,Male,USA,71
1576,First1576,Last1576,Female,USA,31
1577,First1577,Last1577,Male,USA,64
1578,First1578,Last1578,Male,Japan,42
1579,First1579,Last1579,Male,Germany,51
1580,First1580,Last1580,Male,UAE,58
1581,First1581,Last1581,Male,Japan,65
1582,First1582,Last1582,Female,USA,67
1583,First1583,Last1583,Female,Singapore,62
1584,First1584,Last1584,Female,USA,28
1585,First1585,Last1585,Male,Japan,43
1586,First1586,Last1586,Female,UK,52
1587,First1587,Last1587,Female,Canada,75
1588,First1588,Last1588,Female,Japan,38
1589,First1589,Last1589,Female,Australia,66
1590,First1590,Last1590,Female,Canada,56
1591,First1591,Last1591,Male,UAE,52
1592,First1592,Last1592,Male,Australia,67
1593,First1593,Last1593,Female,Canada,46
1594,First1594,Last1594,Female,Australia,18
1595,First1595,Last1595,Male,France,56
1596,First1596,Last1596,Male,Japan,26
1597,First1597,Last1597,Female,India,37
1598,First1598,Last1598,Male,Germany,72
1599,First1599,Last1599,Female,India,67
1600,First1600,Last1600,Female,Japan,50
1601,First1601,Last1601,Male,USA,20
1602,First1602,Last1602,Female,Canada,27
1603,First1603,Last1603,Male,France,41
1604,First1604,Last1604,Male,Germany,34
1605,First1605,Last1605,Female,USA,54
1606,First1606,Last1606,Female,UAE,31
1607,First1607,Last1607,Male,Canada,68
1608,First1608,Last1608,Female,UK,49
1609,First1609,Last1609,Male,UAE,59
1610,First1610,Last1610,Female,India,64
1611,First1611,Last1611,Female,USA,67
1612,First1612,Last1612,Male,Canada,40
1613,First1613,Last1613,Female,Australia,73
1614,First1614,Last1614,Male,Germany,65
1615,First1615,Last1615,Male,Australia,21
1616,First1616,Last1616,Female,Japan,20
1617,First1617,Last1617,Female,Japan,54
1618,First1618,Last1618,Male,Canada,50
1619,First1619,Last1619,Male,UK,21
1620,First1620,Last1620,Female,Singapore,66
1621,First1621,Last1621,Male,Germany,45
1622,First1622,Last1622,Female,Australia,27
1623,First1623,Last1623,Male,Canada,23
1624,First1624,Last1624,Female,UAE,65
1625,First1625,Last1625,Male,Japan,43
1626,First1626,Last1626,Female,USA,43
1627,First1627,Last1627,Female,UK,66
1628,First1628,Last1628,Male,Singapore,53
1629,First1629,Last1629,Male,Singapore,43
1630,First1630,Last1630,Male,Japan,57
1631,First1631,Last1631,Male,Germany,22
1632,First1632,Last1632,Female,Australia,38
1633,First1633,Last1633,Male,USA,60
1634,First1634,Last1634,Female,Australia,41
1635,First1635,Last1635,Female,Germany,38
1636,First1636,Last1636,Female,UAE,59
1637,First1637,Last1637,Male,France,28
1638,First1638,Last1638,Female,UAE,70
1639,First1639,Last1639,Female,UAE,27
1640,First1640,Last1640,Female,India,70
1641,First1641,Last1641,Male,Germany,61
1642,First1642,Last1642,Female,UK,66
1643,First1643,Last1643,Male,USA,65
1644,First1644,Last1644,Male,Germany,57
1645,First1645,Last1645,Male,France,18
1646,First1646,Last1646,Female,USA,37
1647,First1647,Last1647,Female,Singapore,19
1648,First1648,Last1648,Female,Germany,65
1649,First1649,Last1649,Male,Germany,52
1650,First1650,Last1650,Female,Japan,48
1651,First1651,Last1651,Male,India,42
1652,First1652,Last1652,Male,France,28
1653,First1653,Last1653,Male,France,30
1654,First1654,Last1654,Female,India,47
1655,First1655,Last1655,Male,USA,42
1656,First1656,Last1656,Female,Canada,73
1657,First1657,Last1657,Male,India,36
1658,First1658,Last1658,Female,Germany,42
1659,First1659,Last1659,Male,Canada,49
1660,First1660,Last1660,Male,UK,30
1661,First1661,Last1661,Female,Japan,63
1662,First1662,Last1662,Male,India,33
1663,First1663,Last1663,Female,Canada,49
1664,First1664,Last1664,Female,UK,19
1665,First1665,Last1665,Female,Canada,40
1666,First1666,Last1666,Female,Germany,50
1667,First1667,Last1667,Female,India,58
1668,First1668,Last1668,Female,Australia,74
1669,First1669,Last1669,Male,Japan,35
1670,First1670,Last1670,Male,UK,39
1671,First1671,Last1671,Female,UK,23
1672,First1672,Last1672,Female,Japan,61
1673,First1673,Last1673,Male,Australia,33
1674,First1674,Last1674,Male,Australia,37
1675,First1675,Last1675,Female,Singapore,52
1676,First1676,Last1676,Male,Germany,59
1677,First1677,Last1677,Male,UAE,52
1678,First1678,Last1678,Male,UK,37
1679,First1679,Last1679,Male,Australia,67
1680,First1680,Last1680,Male,UAE,28
1681,First1681,Last1681,Female,USA,53
1682,First1682,Last1682,Male,UK,38
1683,First1683,Last1683,Male,India,66
1684,First1684,Last1684,Female,Australia,44
1685,First1685,Last1685,Female,Singapore,65
1686,First1686,Last1686,Female,UK,67
1687,First1687,Last1687,Male,USA,26
1688,First1688,Last1688,Male,India,66
1689,First1689,Last1689,Female,UAE,54
1690,First1690,Last1690,Male,UAE,32
1691,First1691,Last1691,Male,India,40
1692,First1692,Last1692,Male,Singapore,26
1693,First1693,Last1693,Female,Canada,29
1694,First1694,Last1694,Female,Singapore,48
1695,First1695,Last1695,Male,UK,30
1696,First1696,Last1696,Male,India,44
1697,First1697,Last1697,Male,France,44
1698,First1698,Last1698,Male,Germany,66
1699,First1699,Last1699,Male,USA,29
1700,First1700,Last1700,Female,UAE,49
1701,First1701,Last1701,Female,Singapore,74
1702,First1702,Last1702,Male,Australia,43
1703,First1703,Last1703,Male,UAE,65
1704,First1704,Last1704,Female,Canada,43
1705,First1705,Last1705,Male,Japan,24
1706,First1706,Last1706,Female,Singapore,70
1707,First1707,Last1707,Male,Germany,51
1708,First1708,Last1708,Female,India,53
1709,First1709,Last1709,Female,Japan,66
1710,First1710,Last1710,Male,Germany,36
1711,First1711,Last1711,Female,Australia,74
1712,First1712,Last1712,Female,France,47
1713,First1713,Last1713,Male,Australia,36
1714,First1714,Last1714,Male,Japan,75
1715,First1715,Last1715,Male,Singapore,71
1716,First1716,Last1716,Female,USA,64
1717,First1717,Last1717,Male,UK,67
1718,First1718,Last1718,Male,Australia,44
1719,First1719,Last1719,Female,Singapore,19
1720,First1720,Last1720,Male,Singapore,55
1721,First1721,Last1721,Male,Singapore,23
1722,First1722,Last1722,Female,Canada,62
1723,First1723,Last1723,Male,USA,23
1724,First1724,Last1724,Male,Singapore,58
1725,First1725,Last1725,Female,USA,51
1726,First1726,Last1726,Female,Japan,57
1727,First1727,Last1727,Male,Australia,53
1728,First1728,Last1728,Female,India,67
1729,First1729,Last1729,Male,Canada,54
1730,First1730,Last1730,Male,UK,73
1731,First1731,Last1731,Male,UK,67
1732,First1732,Last1732,Male,Australia,37
1733,First1733,Last1733,Female,Singapore,36
1734,First1734,Last1734,Male,USA,75
1735,First1735,Last1735,Male,Germany,18
1736,First1736,Last1736,Female,India,47
1737,First1737,Last1737,Female,Singapore,52
1738,First1738,Last1738,Male,UAE,74
1739,First1739,Last1739,Female,Germany,31
1740,First1740,Last1740,Female,Singapore,44
1741,First1741,Last1741,Female,USA,56
1742,First1742,Last1742,Male,Germany,74
1743,First1743,Last1743,Female,UAE,58
1744,First1744,Last1744,Male,India,29
1745,First1745,Last1745,Male,India,59
1746,First1746,Last1746,Female,India,27
1747,First1747,Last1747,Male,UAE,71
1748,First1748,Last1748,Female,Canada,23
1749,First1749,Last1749,Male,USA,44
1750,First1750,Last1750,Male,UK,61
1751,First1751,Last1751,Female,UAE,60
1752,First1752,Last1752,Male,Singapore,65
1753,First1753,Last1753,Female,India,23
1754,First1754,Last1754,Female,Canada,41
1755,First1755,Last1755,Female,USA,66
1756,First1756,Last1756,Female,Japan,22
1757,First1757,Last1757,Female,Singapore,26
1758,First1758,Last1758,Male,France,39
1759,First1759,Last1759,Female,Japan,31
1760,First1760,Last1760,Male,UAE,21
1761,First1761,Last1761,Male,UAE,64
1762,First1762,Last1762,Male,Singapore,64
1763,First1763,Last1763,Female,Australia,56
1764,First1764,Last1764,Female,France,51
1765,First1765,Last1765,Female,UK,57
1766,First1766,Last1766,Female,Japan,64
1767,First1767,Last1767,Female,Singapore,69
1768,First1768,Last1768,Male,UAE,32
1769,First1769,Last1769,Female,Germany,18
1770,First1770,Last1770,Male,India,47
1771,First1771,Last1771,Male,Germany,69
1772,First1772,Last1772,Female,Australia,20
1773,First1773,Last1773,Female,Canada,53
1774,First1774,Last1774,Male,India,58
1775,First1775,Last1775,Male,France,34
1776,First1776,Last1776,Male,France,37
1777,First1777,Last1777,Female,India,25
1778,First1778,Last1778,Female,Canada,43
1779,First1779,Last1779,Male,UK,30
1780,First1780,Last1780,Female,Canada,61
1781,First1781,Last1781,Female,Singapore,69
1782,First1782,Last1782,Male,UK,48
1783,First1783,Last1783,Male,Singapore,75
1784,First1784,Last1784,Female,Singapore,68
1785,First1785,Last1785,Female,India,71
1786,First1786,Last1786,Female,UAE,64
1787,First1787,Last1787,Female,Japan,52
1788,First1788,Last1788,Male,Germany,54
1789,First1789,Last1789,Female,Canada,22
1790,First1790,Last1790,Male,France,71
1791,First1791,Last1791,Male,Canada,42
1792,First1792,Last1792,Male,UAE,56
1793,First1793,Last1793,Female,UK,56
1794,First1794,Last1794,Male,France,63
1795,First1795,Last1795,Female,India,35
1796,First1796,Last1796,Female,USA,49
1797,First1797,Last1797,Male,Canada,46
1798,First1798,Last1798,Female,Germany,51
1799,First1799,Last1799,Female,UK,25
1800,First1800,Last1800,Female,India,67
1801,First1801,Last1801,Male,USA,46
1802,First1802,Last1802,Male,Singapore,75
1803,First1803,Last1803,Male,Germany,39
1804,First1804,Last1804,Female,Japan,37
1805,First1805,Last1805,Female,UK,67
1806,First1806,Last1806,Male,Japan,61
1807,First1807,Last1807,Male,Germany,64
1808,First1808,Last1808,Male,Singapore,42
1809,First1809,Last1809,Male,India,37
1810,First1810,Last1810,Male,UAE,73
1811,First1811,Last1811,Male,Canada,47
1812,First1812,Last1812,Male,USA,51
1813,First1813,Last1813,Female,India,54
1814,First1814,Last1814,Female,Germany,38
1815,First1815,Last1815,Male,Germany,36
1816,First1816,Last1816,Female,Japan,38
1817,First1817,Last1817,Female,USA,35
1818,First1818,Last1818,Male,UK,35
1819,First1819,Last1819,Male,India,57
1820,First1820,Last1820,Male,Germany,52
1821,First1821,Last1821,Female,Japan,38
1822,First1822,Last1822,Female,UK,63
1823,First1823,Last1823,Female,UAE,33
1824,First1824,Last1824,Male,USA,37
1825,First1825,Last1825,Female,Japan,46
1826,First1826,Last1826,Male,UK,19
1827,First1827,Last1827,Female,India,24
1828,First1828,Last1828,Female,India,23
1829,First1829,Last1829,Female,Australia,29
1830,First1830,Last1830,Female,UAE,40
1831,First1831,Last1831,Female,Canada,70
1832,First1832,Last1832,Male,Japan,23
1833,First1833,Last1833,Female,UAE,26
1834,First1834,Last1834,Male,Singapore,24
1835,First1835,Last1835,Female,France,61
1836,First1836,Last1836,Female,Singapore,32
1837,First1837,Last1837,Male,UK,73
1838,First1838,Last1838,Female,Canada,43
1839,First1839,Last1839,Male,Canada,68
1840,First1840,Last1840,Female,Singapore,49
1841,First1841,Last1841,Male,USA,48
1842,First1842,Last1842,Male,Canada,48
1843,First1843,Last1843,Female,UK,36
1844,First1844,Last1844,Female,UAE,54
1845,First1845,Last1845,Male,Japan,24
1846,First1846,Last1846,Female,USA,38
1847,First1847,Last1847,Male,France,52
1848,First1848,Last1848,Female,Australia,55
1849,First1849,Last1849,Female,Germany,57
1850,First1850,Last1850,Male,Japan,28
1851,First1851,Last1851,Female,Australia,22
1852,First1852,Last1852,Female,Germany,70
1853,First1853,Last1853,Female,Australia,54
1854,First1854,Last1854,Female,Japan,62
1855,First1855,Last1855,Male,UK,60
1856,First1856,Last1856,Male,UAE,71
1857,First1857,Last1857,Female,USA,55
1858,First1858,Last1858,Female,Canada,53
1859,First1859,Last1859,Male,Singapore,29
1860,First1860,Last1860,Female,Australia,22
1861,First1861,Last1861,Male,UAE,67
1862,First1862,Last1862,Female,Canada,49
1863,First1863,Last1863,Male,USA,31
1864,First1864,Last1864,Male,UAE,75
1865,First1865,Last1865,Male,UK,60
1866,First1866,Last1866,Male,Singapore,52
1867,First1867,Last1867,Female,Australia,57
1868,First1868,Last1868,Female,Germany,31
1869,First1869,Last1869,Female,France,54
1870,First1870,Last1870,Female,Australia,63
1871,First1871,Last1871,Female,USA,55
1872,First1872,Last1872,Male,UAE,50
1873,First1873,Last1873,Female,UK,72
1874,First1874,Last1874,Female,India,41
1875,First1875,Last1875,Male,India,63
1876,First1876,Last1876,Female,USA,73
1877,First1877,Last1877,Female,India,33
1878,First1878,Last1878,Female,UAE,43
1879,First1879,Last1879,Female,Australia,43
1880,First1880,Last1880,Female,Australia,52
1881,First1881,Last1881,Male,UK,48
1882,First1882,Last1882,Male,Germany,53
1883,First1883,Last1883,Female,Canada,71
1884,First1884,Last1884,Female,UK,36
1885,First1885,Last1885,Male,UK,18
1886,First1886,Last1886,Male,India,27
1887,First1887,Last1887,Female,Australia,26
1888,First1888,Last1888,Male,UK,59
1889,First1889,Last1889,Female,Singapore,75
1890,First1890,Last1890,Female,UAE,29
1891,First1891,Last1891,Female,Japan,45
1892,First1892,Last1892,Female,Australia,40
1893,First1893,Last1893,Male,UK,45
1894,First1894,Last1894,Male,UAE,49
1895,First1895,Last1895,Male,Japan,35
1896,First1896,Last1896,Female,Japan,54
1897,First1897,Last1897,Female,India,20
1898,First1898,Last1898,Female,Canada,25
1899,First1899,Last1899,Female,USA,27
1900,First1900,Last1900,Female,Singapore,51
1901,First1901,Last1901,Male,Japan,74
1902,First1902,Last1902,Male,Germany,48
1903,First1903,Last1903,Male,Japan,69
1904,First1904,Last1904,Female,UAE,21
1905,First1905,Last1905,Female,Japan,67
1906,First1906,Last1906,Male,Singapore,47
1907,First1907,Last1907,Female,UAE,64
1908,First1908,Last1908,Female,Australia,40
1909,First1909,Last1909,Female,France,28
1910,First1910,Last1910,Male,UAE,65
1911,First1911,Last1911,Female,UAE,34
1912,First1912,Last1912,Male,Singapore,55
1913,First1913,Last1913,Male,UAE,21
1914,First1914,Last1914,Female,UAE,19
1915,First1915,Last1915,Female,Singapore,23
1916,First1916,Last1916,Male,Japan,22
1917,First1917,Last1917,Female,France,26
1918,First1918,Last1918,Female,France,72
1919,First1919,Last1919,Female,India,65
1920,First1920,Last1920,Male,UAE,29
1921,First1921,Last1921,Male,Singapore,41
1922,First1922,Last1922,Male,France,68
1923,First1923,Last1923,Male,Singapore,29
1924,First1924,Last1924,Male,Canada,23
1925,First1925,Last1925,Male,UAE,70
1926,First1926,Last1926,Male,Singapore,66
1927,First1927,Last1927,Female,Australia,33
1928,First1928,Last1928,Female,UK,31
1929,First1929,Last1929,Female,India,59
1930,First1930,Last1930,Female,USA,21
1931,First1931,Last1931,Male,Singapore,43
1932,First1932,Last1932,Female,France,48
1933,First1933,Last1933,Male,Australia,61
1934,First1934,Last1934,Female,Singapore,34
1935,First1935,Last1935,Male,Japan,73
1936,First1936,Last1936,Female,India,36
1937,First1937,Last1937,Female,Australia,61
1938,First1938,Last1938,Female,Japan,61
1939,First1939,Last1939,Male,USA,52
1940,First1940,Last1940,Female,Australia,57
1941,First1941,Last1941,Female,Canada,35
1942,First1942,Last1942,Female,USA,34
1943,First1943,Last1943,Female,Singapore,67
1944,First1944,Last1944,Male,UAE,67
1945,First1945,Last1945,Male,Japan,39
1946,First1946,Last1946,Male,Canada,53
1947,First1947,Last1947,Male,India,71
1948,First1948,Last1948,Male,India,44
1949,First1949,Last1949,Male,Japan,24
1950,First1950,Last1950,Female,Canada,32
1951,First1951,Last1951,Female,France,30
1952,First1952,Last1952,Male,India,57
1953,First1953,Last1953,Male,India,56
1954,First1954,Last1954,Male,UAE,58
1955,First1955,Last1955,Male,USA,23
1956,First1956,Last1956,Male,Australia,60
1957,First1957,Last1957,Male,USA,62
1958,First1958,Last1958,Male,France,36
1959,First1959,Last1959,Female,USA,58
1960,First1960,Last1960,Female,France,67
1961,First1961,Last1961,Female,Canada,34
1962,First1962,Last1962,Male,USA,35
1963,First1963,Last1963,Male,Australia,42
1964,First1964,Last1964,Female,India,34
1965,First1965,Last1965,Female,UK,46
1966,First1966,Last1966,Male,Singapore,30
1967,First1967,Last1967,Female,UK,59
1968,First1968,Last1968,Female,USA,27
1969,First1969,Last1969,Female,Germany,57
1970,First1970,Last1970,Male,Singapore,63
1971,First1971,Last1971,Female,USA,20
1972,First1972,Last1972,Male,USA,54
1973,First1973,Last1973,Female,Singapore,19
1974,First1974,Last1974,Female,UK,59
1975,First1975,Last1975,Male,India,60
1976,First1976,Last1976,Female,France,27
1977,First1977,Last1977,Female,Australia,54
1978,First1978,Last1978,Male,Japan,63
1979,First1979,Last1979,Female,Singapore,45
1980,First1980,Last1980,Female,USA,52
1981,First1981,Last1981,Male,India,42
1982,First1982,Last1982,Female,USA,54
1983,First1983,Last1983,Female,Canada,61
1984,First1984,Last1984,Female,Australia,21
1985,First1985,Last1985,Male,Canada,52
1986,First1986,Last1986,Female,USA,71
1987,First1987,Last1987,Female,France,59
1988,First1988,Last1988,Male,UK,53
1989,First1989,Last1989,Male,Australia,60
1990,First1990,Last1990,Male,France,62
1991,First1991,Last1991,Female,USA,58
1992,First1992,Last1992,Female,Singapore,23
1993,First1993,Last1993,Female,Germany,26
1994,First1994,Last1994,Male,Germany,19
1995,First1995,Last1995,Male,Singapore,42
1996,First1996,Last1996,Male,Japan,59
1997,First1997,Last1997,Female,Singapore,52
1998,First1998,Last1998,Female,India,20
1999,First1999,Last1999,Female,India,39
2000,First2000,Last2000,Male,Australia,25
2001,First2001,Last2001,Male,Japan,47
2002,First2002,Last2002,Male,UAE,32
2003,First2003,Last2003,Male,India,65
2004,First2004,Last2004,Male,Singapore,59
2005,First2005,Last2005,Male,Singapore,57
2006,First2006,Last2006,Male,Germany,62
2007,First2007,Last2007,Male,India,29
2008,First2008,Last2008,Male,France,70
2009,First2009,Last2009,Male,Singapore,57
2010,First2010,Last2010,Male,UAE,22
2011,First2011,Last2011,Male,USA,49
2012,First2012,Last2012,Male,USA,69
2013,First2013,Last2013,Male,Australia,39
2014,First2014,Last2014,Female,Canada,25
2015,First2015,Last2015,Male,Canada,71
2016,First2016,Last2016,Male,India,55
2017,First2017,Last2017,Male,Canada,22
2018,First2018,Last2018,Male,France,27
2019,First2019,Last2019,Female,UK,62
